customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm,rfm_score,r_segment,f_segment,m_segment,rfm_segment,rfm_group
15793,31,4,948.96,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
13136,72,11,2545.38,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
16062,31,4,1153.62,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16295,31,4,1328.55,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
18179,31,6,1793.17,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
15505,74,7,3497.14,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
14211,75,13,2208.30,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
13647,31,5,1670.22,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
13110,53,8,1452.87,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
15301,72,14,5028.12,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
16618,53,6,2630.64,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
16652,75,11,6654.26,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
13327,60,9,3617.57,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
14875,31,5,1448.72,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
15712,31,5,1072.36,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14963,31,5,1487.80,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16892,23,7,496.84,5,5,3,553,13,5-Most Active,5-Most Frequent,3-Normal Spend,Loyal Customers,High Value
14698,23,5,1250.76,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16686,69,9,3043.48,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
14800,69,16,4236.34,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
13340,67,7,10736.48,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
18161,32,6,1612.79,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16992,32,6,1601.86,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14360,53,4,2128.23,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
14419,32,6,1058.06,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14723,32,6,1158.30,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14321,32,5,1530.75,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
17101,32,4,1621.73,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14824,32,4,1127.71,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
13429,32,4,1006.80,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
12798,32,3,6977.04,5,3,5,535,13,5-Most Active,3-Normal Frequent,5-Most Spend,Loyal Customers,High Value
14125,32,3,2740.43,5,3,5,535,13,5-Most Active,3-Normal Frequent,5-Most Spend,Loyal Customers,High Value
16744,33,7,1304.76,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
12657,33,5,1152.06,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
17509,79,11,6100.74,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
13196,33,4,1797.78,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
15356,53,10,2766.50,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
16094,33,6,1041.83,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14676,53,8,2543.24,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
14511,33,6,1267.41,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
13590,33,7,1976.12,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
14524,53,9,1867.68,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
15606,79,11,2422.64,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
12906,33,5,2919.81,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
13975,53,7,2503.23,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
13695,53,15,2504.13,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
16029,60,76,50992.61,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
14878,34,9,1485.54,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
18145,34,4,2861.55,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
12613,53,6,3218.98,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
16942,34,10,1894.11,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
15351,34,10,1862.14,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
15752,61,8,2628.93,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
13610,34,9,1115.43,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
15987,34,7,1451.28,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
12408,54,9,2842.57,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
16983,34,8,1920.20,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
13184,36,12,1648.79,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
16327,36,6,3844.22,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
13097,54,14,5893.32,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
17164,54,8,2466.40,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
17562,36,8,1107.38,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
13911,79,9,2580.91,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
17813,36,7,1714.60,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
15296,66,10,3610.31,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
15737,36,12,1121.21,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
15473,36,10,1465.20,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
18008,92,9,2116.19,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
16719,36,8,1773.92,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
15134,36,8,1387.99,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
17396,61,8,7330.80,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
15974,61,8,3429.55,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
12484,54,8,4495.27,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
13993,54,12,3409.66,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
15719,54,14,5043.96,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
17107,54,7,10380.43,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
12388,37,6,2780.66,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
15953,37,10,1634.53,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
14277,37,4,3957.00,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
12909,61,8,2128.83,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
17228,37,8,1906.09,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
16173,37,7,1406.57,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
12557,38,5,11990.96,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
14049,38,6,5639.15,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
13650,38,7,1809.34,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
14744,38,9,1088.53,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
17135,38,7,1139.73,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
17700,38,6,2508.89,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
12637,89,10,5953.25,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
17422,38,10,1853.13,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
18257,61,12,2265.38,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
13831,38,6,2202.99,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
13505,89,8,4282.88,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
15916,38,10,1491.24,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
15299,89,11,3787.09,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
13324,54,12,7072.80,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
16688,23,4,1260.86,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16556,88,7,3313.79,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
14808,61,15,2175.37,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
13499,39,7,1146.96,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
14506,39,5,2012.17,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
17519,39,7,1839.07,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
16365,39,9,1540.42,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
13527,55,8,2263.76,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
14810,62,11,2087.88,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
15106,39,7,1407.73,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
14834,39,8,1698.35,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
13552,88,16,3539.53,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
15696,55,12,2644.46,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
13456,39,7,1737.82,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
16655,39,6,3794.52,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
14515,39,6,2102.09,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
14482,40,6,2068.15,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
13246,40,7,1922.10,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
15370,62,8,2360.55,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
14621,23,6,1765.76,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
17625,40,4,2047.00,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
12828,24,6,1018.71,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14587,40,10,1598.24,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
15708,62,11,3329.72,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
15906,41,8,1521.79,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
15136,24,5,1282.45,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
13882,24,6,1131.28,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
17213,62,11,2741.08,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
15237,23,4,1412.32,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
13118,41,7,1125.00,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
12597,41,5,3683.13,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
14952,68,15,7912.79,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
16271,24,6,1423.29,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
15426,41,7,1429.90,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
14446,22,4,1039.58,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
17554,23,5,1952.45,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16463,43,7,1383.70,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
17961,43,39,1296.44,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
12444,43,5,5005.46,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
13117,43,8,984.91,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
13895,43,5,2588.12,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
12380,43,5,2720.56,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
12431,57,18,6416.39,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
12578,43,4,2753.36,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
13094,43,16,1708.86,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
16875,86,9,2023.47,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
13317,86,9,2140.07,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
12997,44,7,1197.94,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
12539,44,5,3852.50,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
13815,44,5,4014.91,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
16531,44,7,1244.59,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
17856,23,6,1393.79,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16638,44,11,1676.47,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
14341,67,9,2166.38,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
14842,57,8,2456.80,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
15864,44,8,1769.78,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
12449,44,4,4067.29,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
14040,62,15,3542.19,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
16042,44,7,1147.37,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
17754,22,6,1739.92,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16316,86,12,2755.56,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
13842,80,9,3385.62,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
17368,45,9,1349.52,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
12939,86,8,11581.80,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
13285,45,4,2709.12,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
16843,64,17,10183.82,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
14948,45,7,1066.57,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
14286,45,5,4595.81,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
14898,45,8,1228.32,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
12678,64,13,17588.26,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
15281,80,12,2239.95,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
16729,58,26,7076.28,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
14533,46,9,1812.62,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
17669,64,7,3406.72,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
17526,23,8,706.70,5,5,3,553,13,5-Most Active,5-Most Frequent,3-Normal Spend,Loyal Customers,High Value
14221,64,10,3427.85,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
17405,23,5,967.22,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
13632,46,6,2117.02,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
17522,23,5,1070.71,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
15660,47,12,1552.01,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
16303,47,4,5305.83,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
15521,58,13,2574.65,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
15365,47,9,1330.45,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
14530,47,6,2925.91,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
13549,47,8,916.12,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
16833,23,4,1106.53,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
17634,58,9,2361.97,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
12830,59,7,6748.40,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
17663,47,9,1788.27,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
14239,65,13,2323.50,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
13450,48,6,2043.72,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
15874,85,9,4330.67,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
17287,48,7,1064.11,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
13520,80,8,3487.75,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
16477,85,7,2494.46,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
17838,48,6,2312.70,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
13451,48,6,2916.45,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
17790,48,14,1965.55,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
14487,48,7,1183.58,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
12517,50,6,2464.89,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
12685,50,6,2863.08,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
14004,65,7,4582.64,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
16332,50,8,1583.20,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
12480,50,4,3281.63,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
17162,50,11,1707.21,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
16126,51,4,6287.77,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
17965,59,14,2622.57,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
12594,59,11,3320.22,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
17059,51,5,3095.04,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
12599,51,7,1032.58,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
14064,51,7,1188.32,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
16434,51,7,1522.25,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
13860,23,6,1240.00,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
17719,59,18,5367.80,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
15898,23,6,1384.68,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16628,51,6,2183.04,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
18226,60,14,5192.10,3,5,5,355,13,3-Normal,5-Most Frequent,5-Most Spend,Loyal Customers,High Value
16791,51,8,1706.28,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
17412,24,7,1258.06,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14198,26,7,663.50,5,5,3,553,13,5-Most Active,5-Most Frequent,3-Normal Spend,Loyal Customers,High Value
16571,25,5,1285.22,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14673,25,5,1736.40,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14655,25,5,1930.15,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16201,25,5,1821.52,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
15157,25,5,1869.50,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14293,25,4,1046.56,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
15145,26,4,1194.73,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16003,51,5,2735.37,4,4,5,445,13,4-Active,4-Usually Frequent,5-Most Spend,Champions,High Value
14649,26,4,1417.29,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14608,26,4,1785.15,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16554,25,7,641.55,5,5,3,553,13,5-Most Active,5-Most Frequent,3-Normal Spend,Loyal Customers,High Value
16682,26,5,1028.00,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
15392,26,5,1515.73,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14129,23,5,1123.86,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
15621,26,6,1158.77,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
12381,26,6,1803.96,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
18180,26,6,1843.75,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14931,26,6,964.68,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
13510,23,5,1785.16,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16929,25,7,1295.39,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
12967,25,4,1194.75,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
13104,25,6,1098.48,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14583,27,5,1052.55,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
12724,27,4,1031.41,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
17827,27,5,1995.46,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
13956,27,5,1026.42,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
14216,25,4,1839.30,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
15814,25,6,1842.73,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16880,52,7,1519.08,4,5,4,454,13,4-Active,5-Most Frequent,4-Much Spend,Champions,High Value
13808,27,5,1747.66,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
12952,27,5,1382.84,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
17114,27,10,747.22,5,5,3,553,13,5-Most Active,5-Most Frequent,3-Normal Spend,Loyal Customers,High Value
17481,25,5,1249.34,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
18167,25,6,1355.51,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16711,25,5,1651.03,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
13495,29,6,1990.12,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16989,29,6,1133.25,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
12820,25,4,942.34,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
16103,29,6,1429.64,5,4,4,544,13,5-Most Active,4-Usually Frequent,4-Much Spend,Champions,High Value
